f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,conversion
21.265452043887237,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-12.641799911779843,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
25.74430962653222,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.813526629825983,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.906514264178053,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.876285014849477,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.895862186045629,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,9.007056606288375,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.8900522432534186,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.678300591653972,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.8874319574035,28.760223738693437,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.831865281958855,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.9272539577771166,13.190055934673358,5.300374864042156,-0.1686792210005612,0
23.729268603137903,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
14.07063659955709,10.059654474774549,8.214382844395335,-2.34569347448417,10.280525225748212,4.115453421277861,-16.479125989143466,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
22.70973218197108,10.059654474774549,8.399186437221534,4.679881620097284,10.280525225748212,4.115453421277861,-5.116671866233181,4.833814577796811,3.910791936852483,24.45208806620513,5.300374864042156,-0.1686792210005612,0
22.288801851273504,10.059654474774549,8.87632965400435,4.679881620097284,10.280525225748212,4.115453421277861,-10.76442217136112,4.833814577796811,3.85339550790835,13.190055934673358,5.300374864042156,-0.1686792210005612,0
14.431268620320877,10.059654474774549,8.214382844395335,2.587543491438713,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
25.452777286725084,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-4.5954595714654,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
15.619089405683566,10.059654474774549,8.833766057449083,3.907661871341429,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.1686792210005612,0
25.30488805061144,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.971215579611917,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.8428279258297415,13.190055934673358,5.300374864042156,-0.1686792210005612,0
26.29697878475769,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-5.576413692425332,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
21.55826312116276,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-14.975333539614567,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,3.01306434186306,0.294442711255606,10.76080519316367,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
26.110969100531687,10.059654474774549,8.617705432865371,4.679881620097284,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.7830994172283487,41.524811406925245,5.300374864042156,-0.1686792210005612,0
15.552697877306532,10.059654474774549,8.31890494079314,2.9347800451266948,10.280525225748212,4.115453421277861,-14.69206878365046,4.833814577796811,3.915573968052625,23.570167804020077,5.300374864042156,-0.1686792210005612,0
15.769045709403835,10.059654474774549,8.214382844395335,3.907661871341429,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
18.980507316802814,10.059654474774549,8.703825308101251,3.3597632401945674,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.920995387887581,13.190055934673358,5.300374864042156,-0.1686792210005612,0
12.616364906986496,10.059654474774549,8.560339045634585,4.679881620097284,10.280525225748212,4.115453421277861,0.294442711255606,4.833814577796811,3.9553959684262416,16.226044033102564,5.300374864042156,-0.1686792210005612,0
26.327610315527767,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
15.001452284689496,10.059654474774549,8.939182937945487,2.9347800451266948,10.280525225748212,4.115453421277861,-7.301016860209794,4.833814577796811,3.88045477867996,13.190055934673358,5.300374864042156,-0.1686792210005612,0
25.724478145874027,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-6.359690430716956,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.1686792210005612,0
